-3.99	0.000033
-3.98	0.000034
-3.97	0.000036
-3.96	0.000037
-3.95	0.000039
-3.94	0.000041
-3.93	0.000042
-3.92	0.000044
-3.91	0.000046
-3.9	0.000048
-3.89	0.00005
-3.88	0.000052
-3.87	0.000054
-3.86	0.000057
-3.85	0.000059
-3.84	0.000062
-3.83	0.000064
-3.82	0.000067
-3.81	0.000069
-3.8	0.000072
-3.79	0.000075
-3.78	0.000078
-3.77	0.000082
-3.76	0.000085
-3.75	0.000088
-3.74	0.000092
-3.73	0.000096
-3.72	0.0001
-3.71	0.000104
-3.7	0.000108
-3.69	0.000112
-3.68	0.000117
-3.67	0.000121
-3.66	0.000126
-3.65	0.000131
-3.64	0.000136
-3.63	0.000142
-3.62	0.000147
-3.61	0.000153
-3.6	0.000159
-3.59	0.000165
-3.58	0.000172
-3.57	0.000178
-3.56	0.000185
-3.55	0.000193
-3.54	0.0002
-3.53	0.000208
-3.52	0.000216
-3.51	0.000224
-3.5	0.000233
-3.49	0.000242
-3.48	0.000251
-3.47	0.00026
-3.46	0.00027
-3.45	0.00028
-3.44	0.000291
-3.43	0.000302
-3.42	0.000313
-3.41	0.000325
-3.4	0.000337
-3.39	0.000349
-3.38	0.000362
-3.37	0.000376
-3.36	0.00039
-3.35	0.000404
-3.34	0.000419
-3.33	0.000434
-3.32	0.00045
-3.31	0.000466
-3.3	0.000483
-3.29	0.000501
-3.28	0.000519
-3.27	0.000538
-3.26	0.000557
-3.25	0.000577
-3.24	0.000598
-3.23	0.000619
-3.22	0.000641
-3.21	0.000664
-3.2	0.000687
-3.19	0.000711
-3.18	0.000736
-3.17	0.000762
-3.16	0.000789
-3.15	0.000816
-3.14	0.000845
-3.13	0.000874
-3.12	0.000904
-3.11	0.000935
-3.1	0.000968
-3.09	0.001001
-3.08	0.001035
-3.07	0.00107
-3.06	0.001107
-3.05	0.001144
-3.04	0.001183
-3.03	0.001223
-3.02	0.001264
-3.01	0.001306
-3	0.00135
-2.99	0.001395
-2.98	0.001441
-2.97	0.001489
-2.96	0.001538
-2.95	0.001589
-2.94	0.001641
-2.93	0.001695
-2.92	0.00175
-2.91	0.001807
-2.9	0.001866
-2.89	0.001926
-2.88	0.001988
-2.87	0.002052
-2.86	0.002118
-2.85	0.002186
-2.84	0.002256
-2.83	0.002327
-2.82	0.002401
-2.81	0.002477
-2.8	0.002555
-2.79	0.002635
-2.78	0.002718
-2.77	0.002803
-2.76	0.00289
-2.75	0.00298
-2.74	0.003072
-2.73	0.003167
-2.72	0.003264
-2.71	0.003364
-2.7	0.003467
-2.69	0.003573
-2.68	0.003681
-2.67	0.003793
-2.66	0.003907
-2.65	0.004025
-2.64	0.004145
-2.63	0.004269
-2.62	0.004396
-2.61	0.004527
-2.6	0.004661
-2.59	0.004799
-2.58	0.00494
-2.57	0.005085
-2.56	0.005234
-2.55	0.005386
-2.54	0.005543
-2.53	0.005703
-2.52	0.005868
-2.51	0.006037
-2.5	0.00621
-2.49	0.006387
-2.48	0.006569
-2.47	0.006756
-2.46	0.006947
-2.45	0.007143
-2.44	0.007344
-2.43	0.007549
-2.42	0.00776
-2.41	0.007976
-2.4	0.008198
-2.39	0.008424
-2.38	0.008656
-2.37	0.008894
-2.36	0.009137
-2.35	0.009387
-2.34	0.009642
-2.33	0.009903
-2.32	0.01017
-2.31	0.010444
-2.3	0.010724
-2.29	0.011011
-2.28	0.011304
-2.27	0.011604
-2.26	0.011911
-2.25	0.012224
-2.24	0.012545
-2.23	0.012874
-2.22	0.013209
-2.21	0.013553
-2.2	0.013903
-2.19	0.014262
-2.18	0.014629
-2.17	0.015003
-2.16	0.015386
-2.15	0.015778
-2.14	0.016177
-2.13	0.016586
-2.12	0.017003
-2.11	0.017429
-2.1	0.017864
-2.09	0.018309
-2.08	0.018763
-2.07	0.019226
-2.06	0.019699
-2.05	0.020182
-2.04	0.020675
-2.03	0.021178
-2.02	0.021692
-2.01	0.022216
-2	0.02275
-1.99	0.023295
-1.98	0.023852
-1.97	0.024419
-1.96	0.024998
-1.95	0.025588
-1.94	0.02619
-1.93	0.026803
-1.92	0.027429
-1.91	0.028067
-1.9	0.028717
-1.89	0.029379
-1.88	0.030054
-1.87	0.030742
-1.86	0.031443
-1.85	0.032157
-1.84	0.032884
-1.83	0.033625
